Student_ID,Study_Hours,Attendance,Previous_Marks,Assignments,Internal_Marks,Final_Result,Grade
STU1886,8.5,78.7,91.5,88.1,89.0,Pass,A
STU1887,5.9,68.1,53.4,64.7,58.1,Pass,C
STU1888,6.0,77.5,53.5,74.1,51.3,Pass,B
STU1889,6.2,69.4,69.9,73.6,47.8,Pass,B
STU1890,7.3,80.6,82.6,85.6,68.7,Pass,A
STU1891,7.5,76.0,77.2,71.5,65.8,Pass,A
STU1892,6.6,53.0,71.7,62.4,63.8,Pass,A
STU1893,6.8,83.7,70.4,74.0,61.7,Pass,B
STU1894,7.3,79.6,64.2,80.2,60.8,Pass,B
STU1895,7.6,84.0,78.0,75.8,77.6,Pass,A
STU1896,6.4,100.0,76.7,72.9,78.9,Pass,A
STU1897,5.5,47.9,67.2,48.2,40.5,Fail,Fail
STU1898,7.8,84.7,67.2,63.0,71.1,Pass,B
STU1899,8.0,75.4,81.1,89.0,71.0,Pass,A
STU1900,4.7,63.8,50.4,57.4,57.2,Fail,Fail
STU1901,7.1,70.6,61.6,69.0,61.5,Pass,B
STU1902,5.2,60.9,53.2,50.3,35.0,Fail,Fail
STU1903,7.2,63.1,72.1,60.7,56.0,Pass,B
STU1904,7.9,81.5,72.6,81.1,80.3,Pass,A
STU1905,6.1,55.9,74.2,72.5,50.4,Pass,B
STU1906,6.5,75.1,58.4,74.4,57.5,Pass,B
STU1907,2.8,53.0,48.9,37.1,40.8,Fail,Fail
STU1908,5.8,64.0,61.3,63.0,43.4,Pass,C
STU1909,5.6,69.3,73.8,72.7,75.8,Pass,B
STU1910,8.7,97.2,87.3,89.2,78.5,Pass,A
STU1911,7.4,60.6,45.5,61.8,56.9,Fail,Fail
STU1912,8.5,73.0,64.8,85.4,60.6,Pass,A
STU1913,6.9,63.5,70.8,76.9,67.9,Pass,B
STU1914,8.4,87.8,77.7,90.0,80.0,Pass,A+
STU1915,4.1,73.4,48.1,48.1,56.8,Pass,C
STU1916,5.8,86.9,63.5,69.0,59.0,Pass,B
STU1917,5.9,71.4,68.5,79.6,69.9,Pass,B
STU1918,5.6,75.6,66.6,62.8,48.5,Pass,B
STU1919,5.3,65.2,60.0,69.0,57.8,Pass,B
STU1920,5.8,81.3,62.5,76.8,55.4,Pass,B
STU1921,5.3,70.4,89.1,87.5,77.0,Pass,A
STU1922,5.5,66.2,46.2,55.2,49.4,Pass,C
STU1923,5.1,67.3,59.6,68.4,63.5,Pass,B
STU1924,5.4,61.6,38.2,67.2,50.7,Pass,C
STU1925,9.5,78.7,76.1,91.6,59.2,Pass,B
STU1926,3.3,57.7,34.8,36.9,35.7,Fail,Fail
STU1927,2.8,62.3,58.3,45.9,56.3,Pass,C
STU1928,6.2,73.0,68.9,71.5,63.8,Pass,B
STU1929,9.0,95.1,75.2,80.1,87.1,Pass,A
STU1930,7.9,76.3,60.2,68.9,62.3,Pass,B
STU1931,4.1,71.2,56.4,62.2,47.0,Pass,C
STU1932,8.8,79.4,98.9,75.6,72.2,Pass,A+
STU1933,3.8,48.1,44.5,55.5,40.7,Fail,Fail
STU1934,3.3,58.5,32.3,42.8,20.0,Fail,Fail
STU1935,9.2,79.5,67.0,75.5,76.5,Pass,A
STU1936,3.9,77.1,55.2,57.8,58.8,Pass,C
STU1937,5.0,54.1,53.4,51.3,53.9,Pass,C
STU1938,7.3,71.8,61.3,86.2,54.3,Pass,B
STU1939,7.4,55.3,61.2,79.6,65.7,Pass,B
STU1940,5.4,59.8,46.1,46.1,66.5,Fail,Fail
STU1941,4.8,66.4,43.4,52.7,36.8,Fail,Fail
STU1942,6.7,71.0,81.7,74.6,72.0,Pass,A
STU1943,7.0,79.1,65.6,75.5,66.6,Pass,A
STU1944,5.5,65.5,41.8,56.6,45.7,Pass,C
STU1945,8.8,86.2,84.8,100.0,82.6,Pass,A
STU1946,4.3,48.8,50.3,57.0,49.4,Pass,C
STU1947,4.5,56.2,40.9,38.6,37.1,Fail,Fail
STU1948,5.1,45.0,52.6,44.4,54.2,Pass,C
STU1949,7.1,65.9,57.4,64.7,45.4,Pass,C
STU1950,6.2,55.3,54.7,71.6,46.6,Pass,B
STU1951,3.9,76.9,60.0,58.1,59.0,Pass,C
STU1952,7.7,77.9,59.4,83.8,63.8,Pass,A
STU1953,3.6,61.9,56.5,51.0,40.2,Fail,Fail
STU1954,7.1,93.6,85.7,91.2,83.1,Pass,A
STU1955,5.3,58.8,54.7,64.7,58.7,Pass,C
STU1956,8.7,92.9,72.5,73.7,80.3,Pass,B
STU1957,4.3,79.2,64.5,61.9,63.0,Pass,B
STU1958,9.7,69.6,65.2,89.4,66.7,Pass,A
STU1959,7.7,82.9,76.4,75.7,63.7,Pass,A
STU1960,6.8,61.7,68.0,76.1,74.8,Pass,B
STU1961,6.7,65.9,64.5,71.3,57.6,Pass,B
STU1962,7.9,73.5,93.2,76.4,86.1,Pass,A
STU1963,6.8,64.9,63.3,68.5,59.2,Pass,B
STU1964,7.5,64.3,76.0,79.4,53.8,Pass,B
STU1965,6.4,78.3,54.4,60.0,69.3,Pass,B
STU1966,7.8,77.6,84.1,83.6,74.2,Pass,A
STU1967,5.0,65.6,52.0,47.4,57.3,Pass,C
STU1968,8.0,77.7,73.8,98.9,85.2,Pass,A
STU1969,5.8,51.3,73.5,61.6,55.8,Pass,B
STU1970,5.4,58.6,47.6,59.8,38.6,Pass,C
STU1971,6.7,51.8,59.1,80.7,61.9,Pass,C
STU1972,2.2,61.8,42.1,45.8,50.3,Fail,Fail
STU1973,7.7,62.6,75.0,70.9,69.0,Pass,A
STU1974,5.4,80.5,50.8,39.7,40.2,Pass,C
STU1975,5.4,72.5,55.8,46.7,58.2,Pass,B
STU1976,3.3,53.4,33.0,26.1,32.9,Fail,Fail
STU1977,6.6,75.6,56.8,73.1,67.4,Pass,B
STU1978,4.0,45.0,33.8,34.5,34.8,Fail,Fail
STU1979,3.3,59.8,40.2,43.4,43.4,Fail,Fail
STU1980,7.3,76.1,64.1,59.1,70.3,Pass,B
STU1981,6.0,76.9,81.3,63.7,60.3,Pass,B
STU1982,5.1,83.0,77.9,73.9,76.9,Pass,A
STU1983,4.2,66.6,67.6,51.7,62.9,Pass,C
STU1984,6.8,70.2,51.4,65.7,60.9,Pass,C
STU1985,6.9,53.1,61.6,72.2,65.4,Pass,C
STU1986,5.1,49.8,28.0,63.2,39.0,Fail,Fail
STU1987,8.5,79.3,86.4,86.5,68.8,Pass,A
STU1988,7.6,76.1,69.3,79.6,68.2,Pass,A
STU1989,5.1,56.0,70.1,61.5,56.1,Pass,C
STU1990,6.5,89.9,55.0,85.9,61.0,Pass,B
STU1991,7.1,83.4,51.3,53.7,67.5,Pass,B
STU1992,4.3,56.6,26.1,43.9,38.9,Fail,Fail
STU1993,6.9,66.6,42.5,64.2,48.4,Pass,C
STU1994,5.9,60.5,55.0,62.1,53.6,Pass,B
STU1995,5.1,51.2,30.5,46.5,50.8,Fail,Fail
STU1996,6.7,66.4,56.0,63.8,56.3,Pass,C
STU1997,8.1,85.2,72.4,95.9,86.5,Pass,A+
STU1998,5.9,62.1,67.4,96.3,53.8,Pass,B
STU1999,5.2,66.3,62.9,63.1,55.7,Pass,B
STU2000,5.9,71.3,71.1,63.9,55.8,Pass,B
